original,revised,aligned,id
Also I would like to do two activities while I am at the Camp which are swimming and photography .,"Also , I would like to do two activities while I am at the camp which are swimming and photography .","Also {=>,} I would like to do two activities while I am at the {Camp=>camp} which are swimming and photography .",fce_dev_123
The sea is also polluted by oil and chemical detergent which is used at home .,The sea is also polluted by oil and chemical detergents which are used at home .,The sea is also polluted by oil and chemical {detergent=>detergents} which {is=>are} used at home .,fce_dev_641
"But the best place for me is "" La Vaguada "" . An entertainment and commercial building .","But the best place for me is "" La Vaguada "" , an entertainment and commercial building .","But the best place for me is "" La Vaguada "" {. An=>, an} entertainment and commercial building .",fce_dev_114
"Thus , Romania was created as a personal union , albeit a Romania that did n't include Transylvania , where Romanian nationalism inevitably ran up against Hungarian nationalism .","Thus Romania was created as a personal union , albeit a Romania that did n't include Transylvania , where Romanian nationalism inevitably ran up against Hungarian nationalism .","Thus {,=>} Romania was created as a personal union , albeit a Romania that did n't include Transylvania , where Romanian nationalism inevitably ran up against Hungarian nationalism .",wiki_dev_247
"It is called Penrhyh Castle , as the building will tell you all about Wales .",It is called Penrhyn Castle . The building will tell you all about Wales .,"It is called {Penrhyh=>Penrhyn} Castle {, as the=>. The} building will tell you all about Wales .",fce_dev_284
"At the same time , the enforceability of the ODP license is overshadowed by the the fact that users of ODP data who do not adhere to the terms of the license generate a great deal of ill will among the community of volunteer ODP editors .","At the same time , the enforceability of the ODP license is overshadowed by the fact that users of ODP data , who do not adhere to the terms of the license , generate a great deal of ill will among the community of volunteer ODP editors .","At the same time , the enforceability of the ODP license is overshadowed by the {the=>} fact that users of ODP data {=>,} who do not adhere to the terms of the license {=>,} generate a great deal of ill will among the community of volunteer ODP editors .",wiki_test_923
"This is the follow up the highly sucessful second album , Ether Song released in 2003 , and the superb first album from 2001 , The Optimist LP .","This is the follow up on the highly successful second album , "" Ether Song ,"" released in 2003 , and the superb first album from 2001 , "" The Optimist LP. ""","This is the follow up {=>on} the highly {sucessful=>successful} second album , {=>""} Ether Song {=>,""} released in 2003 , and the superb first album from 2001 , {=>""} The Optimist {LP .=>LP. ""}",wiki_dev_352
"As you can see , most of the offered activities in the advertisements were not provided .","As you can see , most of the offered activities in the advertisement were not provided .","As you can see , most of the offered activities in the {advertisements=>advertisement} were not provided .",fce_test_665
"Ninth-seeded Marion Bartoli , who led Casey Dellacqua when their match was stopped on day three , eventually lost , Sybille Bammer fell to Aleksandra Wozniak , and Shahar Peer to Samantha Stosur .","Ninth-seeded Marion Bartoli , who led Casey Dellacqua when their match was stopped on day three , eventually lost ; Sybille Bammer fell to Aleksandra Wozniak , and Shahar Peer to Samantha Stosur .","Ninth-seeded Marion Bartoli , who led Casey Dellacqua when their match was stopped on day three , eventually lost {,=>;} Sybille Bammer fell to Aleksandra Wozniak , and Shahar Peer to Samantha Stosur .",wiki_test_341
I was very happy because on this time I had a chance talking to them and to know more about them .,I was very happy because this time I had a chance to talk to them and get to know more about them .,I was very happy because {on=>} this time I had a chance {talking=>to talk} to them and {=>get} to know more about them .,fce_test_79
"The Final home-and-away round will be played in three groups of four teams each held from August 22 to November 21 , 2007 .","The final home-and-away round will be played in three groups of four teams each , held from August 22 to November 21 , 2007 .","The {Final=>final} home-and-away round will be played in three groups of four teams each {=>,} held from August 22 to November 21 , 2007 .",wiki_test_149
I 'm writting you because I wanted to tell you what a bad experience I had during my holidays when I went to see the play on your theatre .,I 'm writing you because I wanted to tell you what a bad experience I had during my trip when I went to see the play in your theater .,I 'm {writting=>writing} you because I wanted to tell you what a bad experience I had during my {holidays=>trip} when I went to see the play {on=>in} your {theatre=>theater} .,fce_dev_516
"The Oxford English Dictionary defines eschatology as "" The department of theological science concerned with ' the four last things : death , judgement , heaven and hell ' .","The Oxford English Dictionary defines eschatology as "" The department of theological science concerned with ' the four last things : death , judgement , heaven , and hell ' . ""","The Oxford English Dictionary defines eschatology as "" The department of theological science concerned with ' the four last things : death , judgement , heaven {=>,} and hell ' . {=>""}",wiki_test_79
"Shopping is when human goes to the shop and buy what they went , however I think this word is for women because they like beautiful clothes all sort of things .","Shopping is when a human goes to the store and buys what they want . However , I think this word is for women because they like beautiful clothes and all sorts of things .","Shopping is when {=>a} human goes to the {shop=>store} and {buy=>buys} what they {went=>want . However} , {however=>} I think this word is for women because they like beautiful clothes {=>and} all {sort=>sorts} of things .",fce_test_30
Badger - en-route to bed in his dressing-gown and slippers - nonetheless warmly welcomes Rat and Mole to his large and cosy underground home and hastens to give them hot food and dry clothes .,"Badger - en-route to bed in his dressing-gown and slippers - nonetheless, warmly welcomes Rat and Mole to his large and cozy underground home and hastens to give them hot food and dry clothes .","Badger - en-route to bed in his dressing-gown and slippers - {nonetheless=>nonetheless,} warmly welcomes Rat and Mole to his large and {cosy=>cozy} underground home and hastens to give them hot food and dry clothes .",wiki_dev_106
"Most of these objects within the bog were found to be carefully arranged rather than being haphazardly deposited , pointing to a sacred sacrificial intent .","Most of these objects within the box were found to be carefully arranged rather than being haphazardly deposited , pointing to a sacred sacrificial intent .","Most of these objects within the {bog=>box} were found to be carefully arranged rather than being haphazardly deposited , pointing to a sacred sacrificial intent .",wiki_test_348
"Knowing the nagle and time of day , traditionally mid-day for the sun , one can calculate the degree of latitude .","Knowing the angle and time of day , traditionally mid-day for the sun , one can calculate the degree of latitude .","Knowing the {nagle=>angle} and time of day , traditionally mid-day for the sun , one can calculate the degree of latitude .",wiki_dev_830
It is certain that the programme will give the students considerable enjoyment .,It is certain that the program will give the students considerable enjoyment .,It is certain that the {programme=>program} will give the students considerable enjoyment .,fce_dev_770
"In the summer of 2007 , OFK Beograd sold Kolarov to Italian side Lazio for approximately €800,000 .","In the summer of 2007 , OFK Beograd sold Kolarov to the Italian side Lazio for approximately €800,000 .","In the summer of 2007 , OFK Beograd sold Kolarov to {=>the} Italian side Lazio for approximately €800,000 .",wiki_dev_849
"Amar singh rathore proved himself a very useful tool for auranzeb , thus gaining promotions in aurangzeb 's administration . He fought many significant battles with unmatched valour and courage , he was famous for acting unconventionally and carefreely , he was also famous for his "" no fear "" attitude .","Amar Singh Rathore proved himself a very useful tool for Aurangzeb , thus gaining promotions in Aurangzeb's administration . He fought many significant battles with unmatched valor and courage . He was famous for acting unconventionally and care-freely . He was also famous for his "" no fear "" attitude .","Amar {singh rathore=>Singh Rathore} proved himself a very useful tool for {auranzeb=>Aurangzeb} , thus gaining promotions in {aurangzeb 's=>Aurangzeb's} administration . He fought many significant battles with unmatched {valour=>valor} and courage {, he=>. He} was famous for acting unconventionally and {carefreely , he=>care-freely . He} was also famous for his "" no fear "" attitude .",wiki_dev_448
"I 'd love to hear all your news , why do n't you come and visit me ?",I 'd love to hear all your news . Why do n't you come and visit me ?,"I 'd love to hear all your news {, why=>. Why} do n't you come and visit me ?",fce_dev_424
Particularly I am pleased to had know the most popular pop stars in the world .,"Particularly , I am pleased to have known the most popular pop stars in the world .","Particularly {=>,} I am pleased to {had know=>have known} the most popular pop stars in the world .",fce_dev_519
"On January 26 , 2012 , a petition for a same-sex marriage initiative was was delivered to the Secretary of State with over 105,000 , more than necessary to make the ballot .","On January 26 , 2012 , a petition for a same-sex marriage initiative was delivered to the Secretary of State with over 105,000 signatures , more than necessary to make the ballot .","On January 26 , 2012 , a petition for a same-sex marriage initiative was {was=>} delivered to the Secretary of State with over 105,000 {=>signatures} , more than necessary to make the ballot .",wiki_dev_296
"A public limited compahahany ( PLC , p.l.c. , plc or p l c ) is a type of limited company which is permitted to offer its shares to the public .","A public limited company ( PLC , p.l.c. , plc or p l c ) , is a type of limited company which is permitted to offer its shares to the public .","A public limited {compahahany=>company} ( PLC , p.l.c. , plc or p l c ) {=>,} is a type of limited company which is permitted to offer its shares to the public .",wiki_test_839
"where they attained a new , deliriously daft , high standard , which was rarely approached by other strips .","They attained a new , deliriously daft high standard , which was rarely approached by other strips .","{where they=>They} attained a new , deliriously daft {,=>} high standard , which was rarely approached by other strips .",wiki_dev_62
"Firstly I would like to travel in July only because I have two months holiday which are July and August , I choose July because it is the only one month that I think I 'm free .","Firstly , I would like to travel in July only because I have two months of vacation , which are July and August . I chose July because it is the only month that I think I 'm free .","Firstly {=>,} I would like to travel in July only because I have two months {holiday=>of vacation ,} which are July and August {,=>.} I {choose=>chose} July because it is the only {one=>} month that I think I 'm free .",fce_test_780
I have to finish my study .,I have to finish my studies .,I have to finish my {study=>studies} .,fce_dev_367
Thank you to ask me my taste and to be preoccupated about it .,"Thank you for asking me about my taste , and being interested in it .","Thank you {to ask=>for asking} me {=>about} my taste {=>,} and {to be preoccupated about=>being interested in} it .",fce_test_313
"Due to its strategic location between Europe and Asia and three seas , Turkey has been a historical crossroads and economic centre , the homeland of and battleground between several great civilizations .","Due to its strategic location between Europe and Asia and three seas , Turkey has been a historical crossroads and economic center , the homeland of , and battleground between , several great civilizations .","Due to its strategic location between Europe and Asia and three seas , Turkey has been a historical crossroads and economic {centre=>center} , the homeland of {=>,} and battleground between {=>,} several great civilizations .",wiki_dev_747
"Roy and HG continualy disparaged the official mascots as "" Syd , Olly and Dickhead "" in their televisionb program .","Roy and HG continually disparaged the official mascots as "" Syd , Olly , and Dickhead "" in their television program .","Roy and HG {continualy=>continually} disparaged the official mascots as "" Syd , Olly {=>,} and Dickhead "" in their {televisionb=>television} program .",wiki_test_668
"But you ca n't imagine who was the singer , it was Sting , can you imagine ?",But you ca n't imagine who the singer was : it was Sting ! Can you imagine ?,"But you ca n't imagine who {was=>} the singer {,=>was :} it was Sting {, can=>! Can} you imagine ?",fce_test_107
Nimal Mendis is one of Sri Lanka 's greatest singer / songwriters .,Nimal Mendis is one of Sri Lanka 's greatest singer-songwriters .,Nimal Mendis is one of Sri Lanka 's greatest {singer / songwriters=>singer-songwriters} .,wiki_dev_895
I still believe it has only been a dream !,I still believe it was only a dream !,I still believe it {has=>was} only {been=>} a dream !,fce_test_146
"He is further said to have been appointed a member of the regency council for Michael III ( r . 842 - 867 ) along with Theoktistos and Bardas , and to have refused the position of emperor when the populace acclaimed him thus at the Hippodrome .","He is further said to have been appointed a member of the regency council for Michael III ( r . 842 - 867 ), along with Theoktistos and Bardas , and to have refused the position of emperor when the populace acclaimed him thus at the Hippodrome .","He is further said to have been appointed a member of the regency council for Michael III ( r . 842 - 867 {)=>),} along with Theoktistos and Bardas , and to have refused the position of emperor when the populace acclaimed him thus at the Hippodrome .",wiki_dev_399
His homily collection known as The Ormulum has been well known to linguists and language historians ever since the 17th century but its source has only recently been established as Bourne Abbey .,"His homily collection , known as The Ormulum , has been well known to linguists and language historians ever since the 17th century but its source has only recently been established as Bourne Abbey .","His homily collection {=>,} known as The Ormulum {=>,} has been well known to linguists and language historians ever since the 17th century but its source has only recently been established as Bourne Abbey .",wiki_dev_314
"Jannaram has a petrol bunk . Jannaram has a fire station.The majority of youth from this villages have migrated to cities like mancherial , karimnagar , peddapalli to make a livelyhood by driving autos.Jannaram was avery rich village once upon a time as many males had migrated to gulf countries to earn money the local landlords used to fund thier travel at a very high rate of intrest but with recession jobs all migrant labours have been sent back the landlords have become penniless now .","Jannaram has a petrol bunk and a fire station . The majority of youth from this village have migrated to cities like Mancherial , Karimnagar , and Peddapalli to make a livelihood by driving autos. Jannaram was a very rich village once upon a time , as many males had migrated to gulf countries to earn money . The local landlords used to fund their travel at a very high rate of interest , but with recession jobs , all migrant laborers have been sent back the landlords and have become penniless now .","Jannaram has a petrol bunk {. Jannaram has=>and} a fire {station.The=>station . The} majority of youth from this {villages=>village} have migrated to cities like {mancherial=>Mancherial} , {karimnagar=>Karimnagar} , {peddapalli=>and Peddapalli} to make a {livelyhood=>livelihood} by driving {autos.Jannaram=>autos. Jannaram} was {avery=>a very} rich village once upon a time {=>,} as many males had migrated to gulf countries to earn money {the=>. The} local landlords used to fund {thier=>their} travel at a very high rate of {intrest=>interest ,} but with recession jobs {=>,} all migrant {labours=>laborers} have been sent back the landlords {=>and} have become penniless now .",wiki_dev_20
I had to wait for forty five minutes .,I had to wait for forty-five minutes .,I had to wait for {forty five=>forty-five} minutes .,fce_dev_480
"Of these lineages , about 94 % ( 17 % of total ) is of the J1 sub-clade , while 6 % ( 1 % of total ) is of J2 type .","Of these lineages , about 94 % ( 17 % of total ) is of the J1 subclade , while 6 % ( 1 % of total ) is of the J2 type .","Of these lineages , about 94 % ( 17 % of total ) is of the J1 {sub-clade=>subclade} , while 6 % ( 1 % of total ) is of {=>the} J2 type .",wiki_test_353
The first happened after Sam and Al leapt out of a previous leap while Sam is recieving electroshock therapy ( to correct a mental problem encountered by receiving it at the beginning of the episode ) .,That first happened after Sam and Al leaped out of a previous leap while Sam is receiving electroshock therapy ( to correct a mental problem encountered by receiving it at the beginning of the episode ) .,{The=>That} first happened after Sam and Al {leapt=>leaped} out of a previous leap while Sam is {recieving=>receiving} electroshock therapy ( to correct a mental problem encountered by receiving it at the beginning of the episode ) .,wiki_test_804
"The two licensed stores selling them within the United Kingdom , Premier Farnell and RS Components , had their websites immediately stalled by web traffic immediately after the announcement .","The websites of the two licensed stores selling them within the United Kingdom , Premier Farnell and RS Components , immediately stalled due to web traffic immediately after the announcement .","The {=>websites of the} two licensed stores selling them within the United Kingdom , Premier Farnell and RS Components , {had their websites=>} immediately stalled {by=>due to} web traffic immediately after the announcement .",wiki_test_944
"As he works for the police department , fighting crime in Los Angeles , and later New York , is met with a clash in culture .","As he works for the police department , fighting crime in Los Angeles and later New York , he is met with a culture clash .","As he works for the police department , fighting crime in Los Angeles {,=>} and later New York , {=>he} is met with a {=>culture} clash {in culture=>} .",wiki_dev_548
I booked Palace Hotel 's restaurant for our party and it is big enough for your students .,"I booked the Palace Hotel 's restaurant for the party , and it is big enough for your students .","I booked {=>the} Palace Hotel 's restaurant for {our=>the} party {=>,} and it is big enough for your students .",fce_dev_319
There is hard to know what metod is correct but evidece point to that this forst metod is the correct ant that the other is only in circualation by those who has not correctly understood the fractional recerve system .,"It is hard to know what method is correct , but evidence points to that this first method is correct and that the other is only in circulation by those who has not correctly understood the fractional reserve system .","{There=>It} is hard to know what {metod=>method} is correct {=>,} but {evidece point=>evidence points} to that this {forst metod=>first method} is {the=>} correct {ant=>and} that the other is only in {circualation=>circulation} by those who has not correctly understood the fractional {recerve=>reserve} system .",wiki_dev_213
"So , that , we decide to access our school Main database and change our test results .","So then , we decided to access our school 's main database and change our test results .","So {, that=>then} , we {decide=>decided} to access our school {Main=>'s main} database and change our test results .",fce_dev_359
"Even if orthodox Science was forced to concede that natural selection may not be the sole mechanism of Evolution , that is still a long way from saying it must have been created by YWVH , or Brahma , or whomever .","Even if orthodox science was forced to concede that natural selection may not be the sole mechanism of evolution , that is still a long way from saying it must have been created by YWVH , or Brahma , or whomever .","Even if orthodox {Science=>science} was forced to concede that natural selection may not be the sole mechanism of {Evolution=>evolution} , that is still a long way from saying it must have been created by YWVH , or Brahma , or whomever .",wiki_test_762
But after all the party was great .,"But all in all , the party was great .","But {after=>} all {=>in all ,} the party was great .",fce_dev_9
"Tecnology , are we prepeared for those advances ?","Technology , are we prepared for those advances ?","{Tecnology=>Technology} , are we {prepeared=>prepared} for those advances ?",fce_test_462
The date is Tuesday March 14 .,"The date is Tuesday , March 14 .","The date is Tuesday {=>,} March 14 .",fce_dev_423
"Windale has historically been known for its high rates of alcoholism , crime and unemployment .","Windale has historically been known for its high rates of alcoholism , crime , and unemployment .","Windale has historically been known for its high rates of alcoholism , crime {=>,} and unemployment .",wiki_dev_94
"Son Jonathan , born in 1995 in Keokuk .","Their son , Jonathan , was born in 1995 in Keokuk .","{Son=>Their son ,} Jonathan , {=>was} born in 1995 in Keokuk .",wiki_test_319
And also the ticket discounts were not available .,"Also , the ticket discounts were not available .","{And also=>Also ,} the ticket discounts were not available .",fce_test_12
They also took me to a after hour party and they asked me if would like to do this again .,"They also took me to an after party , and they asked me if would like to do this again .","They also took me to {a=>an} after {hour=>} party {=>,} and they asked me if would like to do this again .",fce_test_533
Endless imagination and development of technology will lead us to future fashion .,Endless imagination and the development of technology will lead us to future fashion .,Endless imagination and {=>the} development of technology will lead us to future fashion .,fce_dev_753
"First of all , I was looking forward to see one of my favourite actors , Danny Brook , and it was very disappointing for me to see a diferent actor instead of him in spite of his name was writen in the advertisement .","First of all , I was looking forward to seeing one of my favorite actors , Danny Brook . It was very disappointing for me to see a different actor , in spite of his name being in the advertisement .","First of all , I was looking forward to {see=>seeing} one of my {favourite=>favorite} actors , Danny Brook {, and it=>. It} was very disappointing for me to see a {diferent=>different} actor {instead of him=>,} in spite of his name {was writen=>being} in the advertisement .",fce_dev_609
The movie begins with Ralph and Scott hitch-hiking from their college to their hometown on Easter weekend .,The movie begins with Ralph and Scott hitchhiking from their college to their hometown on Easter weekend .,The movie begins with Ralph and Scott {hitch-hiking=>hitchhiking} from their college to their hometown on Easter weekend .,wiki_test_23
"The formation of The Forest High School was the result of a campaign by a representative body known as The Forest High School Promotion Committee formed on November 1st , 1958 .","The formation of The Forest High School was the result of a campaign by a representative body known as The Forest High School Promotion Committee , formed on November 1 , 1958 .","The formation of The Forest High School was the result of a campaign by a representative body known as The Forest High School Promotion Committee {=>,} formed on November {1st=>1} , 1958 .",wiki_test_342
"In 1563 , Della Porta published "" De Furtivis Literarum Notis "" , a work in cryptography .","In 1563 , Della Porta published "" De Furtivis Literarum Notis ,"" a work in cryptography .","In 1563 , Della Porta published "" De Furtivis Literarum Notis {"" ,=>,""} a work in cryptography .",wiki_test_785
"Once the outcome of the civil war is decided , be it Earth or Mars , humanity unites under the new Unified Government and forms the Legions of Iron , it ' s vanguard of expansion into the unknown .","Once the outcome of the civil war is decided , be it Earth or Mars , humanity will unite under the new Unified Government and form the Legions of Iron , its vanguard of expansion into the unknown .","Once the outcome of the civil war is decided , be it Earth or Mars , humanity {unites=>will unite} under the new Unified Government and {forms=>form} the Legions of Iron , {it ' s=>its} vanguard of expansion into the unknown .",wiki_test_336
The Little Rock four were a group of African-American students who were enrolled in Little Rock Central High School in 2004 .,The Little Rock Four were a group of African-American students who were enrolled in Little Rock Central High School in 2004 .,The Little Rock {four=>Four} were a group of African-American students who were enrolled in Little Rock Central High School in 2004 .,wiki_test_934
That has been my dream since my childhood .,That has been my dream since childhood .,That has been my dream since {my=>} childhood .,fce_dev_165
Looking forward to hearing from you .,I am looking forward to hearing from you .,{Looking=>I am looking} forward to hearing from you .,fce_dev_403
At home young people should help their parents do some houseworks .,"At home , young people should help their parents do some housework .","At home {=>,} young people should help their parents do some {houseworks=>housework} .",fce_test_126
"In Argentina , Peninsula Valdés in Patagonia hosts in winter the largest breeding population of the species , with more than 2,000 animals catalogued by the Whales Conservation Institute .","In Argentina , Peninsula Valdés in Patagonia hosts , in winter , the largest breeding population of the species , with more than 2,000 animals catalogued by the Whales Conservation Institute .","In Argentina , Peninsula Valdés in Patagonia hosts {=>,} in winter {=>,} the largest breeding population of the species , with more than 2,000 animals catalogued by the Whales Conservation Institute .",wiki_test_853
"Mother decides not to help him or let him make her apologize and bring it back , Pingu shouts at her in an attempt to get it back but Pinga still continues eating it and Pingu is not happy and tells her off .","The mother decides not to help him or let him make her apologize and bring it back . Pingu shouts at her in an attempt to get it back , but he still continues eating it . Pingu is not happy and tells her off .","{Mother=>The mother} decides not to help him or let him make her apologize and bring it back {,=>.} Pingu shouts at her in an attempt to get it back {=>,} but {Pinga=>he} still continues eating it {and=>.} Pingu is not happy and tells her off .",wiki_test_486
"Tarzoon , the cat who travelled more than half the world around with her is still alive and well .","Tarzoon , the cat who travelled more than half the world around with her, is still alive and well .","Tarzoon , the cat who travelled more than half the world around with {her=>her,} is still alive and well .",wiki_dev_529
The only problem is that on 4th April I have my graduation .,"The only problem is that , on April 4th , I have my graduation .","The only problem is that {=>,} on {=>April} 4th {April=>,} I have my graduation .",fce_test_483
"Because last time I was in a tent , I found it really uncomfortable and when it rained in the night I could n't got to sleep because of the sound of water hitting the tent .","The last time I was in a tent , I found it really uncomfortable , and when it rained at night I could n't sleep because of the sound of water hitting the tent .","{Because=>The} last time I was in a tent , I found it really uncomfortable {=>,} and when it rained {in the=>at} night I could n't {got to=>} sleep because of the sound of water hitting the tent .",fce_dev_341
"Owing to all of them , I can live very comfortbly .","Owing to all of them , I can live very comfortably .","Owing to all of them , I can live very {comfortbly=>comfortably} .",fce_dev_37
"female competition garments for gymnastics and skating are almost always long-sleeved while male competition leotards may be sleeved or sleeveless , the latter more common in gymnastics .","Female competition garments for gymnastics and skating are almost always long-sleeved , while male competition leotards may be sleeved or sleeveless , the latter more common in gymnastics .","{female=>Female} competition garments for gymnastics and skating are almost always long-sleeved {=>,} while male competition leotards may be sleeved or sleeveless , the latter more common in gymnastics .",wiki_test_796
"He took part in the Polish September Campaign in 1939 , then he broke through to the Great Britain .",He took part in the Polish September Campaign in 1939 ; then he broke through to Great Britain .,"He took part in the Polish September Campaign in 1939 {,=>;} then he broke through to {the=>} Great Britain .",wiki_dev_270
"He was born Mads Dittmann Mikkelsen in in 1965 in Copenhagen , Denmark .","He was born Mads Dittmann Mikkelsen in 1965, in Copenhagen , Denmark .","He was born Mads Dittmann Mikkelsen in {in 1965=>1965,} in Copenhagen , Denmark .",wiki_test_10
"For example , without using internet I could not put me through to foreign people .","For example , without using the internet I could not communicate with foreign people .","For example , without using {=>the} internet I could not {put me through to=>communicate with} foreign people .",fce_dev_313
or can we find some places to buy it ?,Or can we find places to buy it ?,{or=>Or} can we find {some=>} places to buy it ?,fce_test_541
"Before I go on holiday I use internet to book or get details from travel agency , which means I could save my time and physical energy .","Before I go on vacation , I use the internet to book or get details from a travel agency , which means I save time and energy .","Before I go on {holiday=>vacation ,} I use {=>the} internet to book or get details from {=>a} travel agency , which means I {could=>} save {my=>} time and {physical=>} energy .",fce_dev_387
Zhivago is captured by partisan fighters who need him to be their medic .,"Zhivago is captured by partisan fighters , who need him to be their medic .","Zhivago is captured by partisan fighters {=>,} who need him to be their medic .",wiki_dev_55
Beck claimed this is where in need for control rooted itself .,Beck claimed this is where the need for control rooted itself .,Beck claimed this is where {in=>the} need for control rooted itself .,wiki_test_763
It was abox office bomb .,It was a box office bomb .,It was {abox=>a box} office bomb .,wiki_test_446
"Eventually I would like to ask you , are about money and clothes .","Eventually , I would like to ask you about money and clothes .","Eventually {=>,} I would like to ask you {, are=>} about money and clothes .",fce_test_779
First point we will use more often new technologies like telecommunication or internet .,"First of all , we will use more often new technologies like telecommunications and the internet .","First {point=>of all ,} we will use more often new technologies like {telecommunication or=>telecommunications and the} internet .",fce_test_6
they started charging down the field towards the fire and once in range everyone thew their balloon as far as they could .,"They started charging down the field towards the fire , and , once in range , everyone threw their balloons as far as they could .","{they=>They} started charging down the field towards the fire {=>,} and {=>,} once in range {=>,} everyone {thew=>threw} their {balloon=>balloons} as far as they could .",fce_test_765
"Bill Tanner was later hired as the midday personality and assistant Program Direcotr , and later named Program director and moved to the morning show .","Bill Tanner was later hired as the midday personality and Assistant Program Director , and later named Program Director and moved to the morning show .","Bill Tanner was later hired as the midday personality and {assistant=>Assistant} Program {Direcotr=>Director} , and later named Program {director=>Director} and moved to the morning show .",wiki_dev_373
"Because Wallace possibly settled out of court , there is no real conclusion to the fix scandal just charges and countercharges .","Because Wallace possibly settled out of court , there is no real conclusion to the fix scandal , just charges and countercharges .","Because Wallace possibly settled out of court , there is no real conclusion to the fix scandal {=>,} just charges and countercharges .",wiki_dev_854
"Well , that would be all .","Well , that will be all .","Well , that {would=>will} be all .",fce_test_679
I told you that I have helped at a pop concert last month .,I told you that I helped at a pop concert last month .,I told you that I {have=>} helped at a pop concert last month .,fce_test_253
"Concerning Singing activities , I think I 'm quite good as I have been in my school 's choir for 3 years .","Concerning singing activities , I think I 'm quite good as I have been in my school 's choir for 3 years .","Concerning {Singing=>singing} activities , I think I 'm quite good as I have been in my school 's choir for 3 years .",fce_test_642
"In Pakistan over 120,000 were injutred in addition to those killed .","In Pakistan , over 120,000 were injured in addition to those killed .","In Pakistan {=>,} over 120,000 were {injutred=>injured} in addition to those killed .",wiki_test_344
"By the way , I 'm wondering what kinds of clothes I should prepare and how much much I should bring with myself .","By the way , I 'm wondering what kinds of clothes I should prepare and how much much I should bring with me .","By the way , I 'm wondering what kinds of clothes I should prepare and how much much I should bring with {myself=>me} .",fce_test_332
"Felta School is a one room schoolhouse built in 1906 , that is still on school district property , has been fully restored , and is open to the public as a museum and can be reserved for educational programs .","Felta School is a one-room schoolhouse built in 1906 that is still on school district property , has been fully restored , and is open to the public as a museum. It can be reserved for educational programs .","Felta School is a {one room=>one-room} schoolhouse built in 1906 {,=>} that is still on school district property , has been fully restored , and is open to the public as a {museum and=>museum. It} can be reserved for educational programs .",wiki_test_71
"Its wide use can be attributed to its simplicity of design and make , and the econmy of creating it .",Its wide use can be attributed to its simplicity of design and make and the economy of creating it .,"Its wide use can be attributed to its simplicity of design and make {,=>} and the {econmy=>economy} of creating it .",wiki_test_477
"Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a City-directed initiative to increase technology-oriented investment and job creation .","Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a city-directed initiative to increase technology-oriented investment and job creation .","Most ridicule was reserved for her "" Red Room Revolution "" ( so named for the Mayor 's primary reception room ) , which purported to be a {City-directed=>city-directed} initiative to increase technology-oriented investment and job creation .",wiki_test_565
"The operistic composers that meant to finally be comprehensible with an entertaining music , found in Librettisti their "" croce e delizia "" , their torture and delice .","The operatic composers that wanted to finally be understood through entertaining music , found in Librettists their "" Croce e Delizia "" , their torture and delight .","The {operistic=>operatic} composers that {meant=>wanted} to finally be {comprehensible with an=>understood through} entertaining music , found in {Librettisti=>Librettists} their "" {croce=>Croce} e {delizia=>Delizia} "" , their torture and {delice=>delight} .",wiki_test_379
At the fourth night stones and petrol bombs were thrown at an apartment block in Thomas-Müntzer-Straße that housed asylum seekers .,"On the fourth night, stones and petrol bombs were thrown at an apartment block in Thomas-Müntzer-Straße that housed asylum seekers .","{At=>On} the fourth {night=>night,} stones and petrol bombs were thrown at an apartment block in Thomas-Müntzer-Straße that housed asylum seekers .",wiki_dev_79
At the end of the summer we are planning to visit a cousin who lives in Australia .,"At the end of the summer , we are planning to visit a cousin who lives in Australia .","At the end of the summer {=>,} we are planning to visit a cousin who lives in Australia .",fce_test_619
MY NAME JAMES CAMIREZ AND I'AM WRITING THIS LETTER TO YOU BECAUSE I HAVE SOME COMPLEINTS FOR THE DISAPPOINTING EVENING I HAD LAST NIGHT .,"MY NAME IS JAMES RAMIREZ , AND I AM WRITING THIS LETTER TO YOU BECAUSE I HAVE SOME COMPLAINTS ABOUT THE DISAPPOINTING EVENING I HAD LAST NIGHT .","MY NAME {=>IS} JAMES {CAMIREZ=>RAMIREZ ,} AND {I'AM=>I AM} WRITING THIS LETTER TO YOU BECAUSE I HAVE SOME {COMPLEINTS FOR=>COMPLAINTS ABOUT} THE DISAPPOINTING EVENING I HAD LAST NIGHT .",fce_test_387
"Also , could someone please check the article supporting the following claim ? In early 2012 , further allegations of criminality surfaced , as Jordan Tobins was placed on leave after using company funds for personal expenses .","Also , could someone please check the article supporting the following claim ? In early 2012 , further allegations of criminality surfaced as Jordan Tobins was placed on leave after using company funds for personal expenses .","Also , could someone please check the article supporting the following claim ? In early 2012 , further allegations of criminality surfaced {,=>} as Jordan Tobins was placed on leave after using company funds for personal expenses .",wiki_test_274
Chiefs head coach Todd Haley confirmed the next day that he will miss the remainder of the 2011 season .,"Chiefs The head coach , Todd Haley , confirmed the next day that he will miss the remainder of the 2011 season .","Chiefs {=>The} head coach {=>,} Todd Haley {=>,} confirmed the next day that he will miss the remainder of the 2011 season .",wiki_dev_716
